,item,type,tax_year,total,< $5k,$5k - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 55k,$55k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
596,Other deductions,$,2011,1993911000.0,18414000.0,18379000.0,31301000.0,42955000.0,46497000.0,47677000.0,49549000.0,48410000.0,44499000.0,42370000.0,40141000.0,37836000.0,69943000.0,63787000.0,59367000.0,55364000.0,226543000.0,297340000.0,753540000.0
597,Total deductions before adjustments,$,2011,85428891000.0,188447000.0,271226000.0,518610000.0,815439000.0,1287785000.0,1855429000.0,2510529000.0,3247813000.0,3800126000.0,4223147000.0,4431317000.0,4407668000.0,8318802000.0,7745610000.0,6695997000.0,5831353000.0,14004669000.0,7752544000.0,7522380000.0
598,Social benefits repayment,$,2011,1303701000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8358000.0,62875000.0,102835000.0,127923000.0,122654000.0,444327000.0,261837000.0,172868000.0
599,Net income after adjustments,$,2011,1036508060000.0,4052126000.0,14775508000.0,30533322000.0,43250842000.0,42526273000.0,43042604000.0,48679314000.0,52668073000.0,54931379000.0,50820037000.0,48033590000.0,44734075000.0,81922121000.0,71729933000.0,59356401000.0,48393329000.0,117144498000.0,68920842000.0,110993795000.0
600,Canadian Forces personnel and police deduction,$,2011,238523000.0,5000.0,23000.0,78000.0,48000.0,42000.0,54000.0,204000.0,470000.0,2272000.0,8382000.0,11429000.0,26090000.0,63303000.0,40290000.0,26564000.0,17149000.0,36089000.0,5116000.0,916000.0
601,Employee home relocation loan deduction,$,2011,276000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,2000.0,1000.0,3000.0,11000.0,6000.0,8000.0,14000.0,14000.0,78000.0,83000.0,51000.0
602,Security options deductions,$,2011,2646491000.0,605000.0,184000.0,235000.0,494000.0,633000.0,711000.0,910000.0,1239000.0,1305000.0,1579000.0,2224000.0,2509000.0,5575000.0,6582000.0,8077000.0,9074000.0,65865000.0,167054000.0,2371638000.0
603,Other payments deductions,$,2011,24952201000.0,355145000.0,3103789000.0,7437557000.0,6587682000.0,2230990000.0,1118417000.0,821179000.0,666084000.0,537944000.0,450291000.0,331841000.0,264650000.0,348964000.0,210722000.0,136592000.0,90119000.0,171002000.0,65755000.0,23479000.0
604,Limited partnership losses of other years,$,2011,28963000.0,21000.0,0.0,0.0,13000.0,18000.0,132000.0,81000.0,158000.0,223000.0,126000.0,329000.0,299000.0,822000.0,1055000.0,777000.0,737000.0,3681000.0,2790000.0,17696000.0
605,Non-capital losses of other years,$,2011,348034000.0,3417000.0,2608000.0,6345000.0,14613000.0,18532000.0,19668000.0,18459000.0,17313000.0,14864000.0,13734000.0,10763000.0,9474000.0,16873000.0,12606000.0,9672000.0,8089000.0,25194000.0,22791000.0,103020000.0
606,Net capital losses of other years,$,2011,1550633000.0,3026000.0,4376000.0,8298000.0,14709000.0,22831000.0,27925000.0,34527000.0,38011000.0,42678000.0,43996000.0,44631000.0,44022000.0,88130000.0,82323000.0,71709000.0,65299000.0,223531000.0,212202000.0,478410000.0
607,Capital gains deduction,$,2011,4039391000.0,2370000.0,1167000.0,1777000.0,3883000.0,6390000.0,9082000.0,14741000.0,18408000.0,22743000.0,27580000.0,33144000.0,36476000.0,107033000.0,95800000.0,95592000.0,90295000.0,426767000.0,732420000.0,2313722000.0
608,Northern residents deductions,$,2011,867547000.0,1197000.0,4574000.0,14127000.0,28679000.0,35174000.0,36876000.0,39432000.0,37526000.0,38040000.0,37296000.0,36580000.0,35541000.0,70900000.0,67881000.0,65441000.0,59751000.0,170097000.0,74170000.0,14264000.0
609,Additional deductions,$,2011,1184462000.0,24041000.0,56292000.0,104024000.0,129912000.0,110463000.0,83000000.0,77106000.0,64635000.0,56608000.0,47197000.0,32338000.0,27083000.0,44137000.0,35944000.0,25850000.0,22414000.0,86479000.0,89539000.0,67401000.0
610,Farming/fishing losses of prior years,$,2011,136778000.0,1447000.0,1123000.0,2104000.0,7158000.0,5892000.0,6620000.0,7263000.0,7433000.0,6077000.0,5416000.0,5620000.0,5124000.0,10413000.0,7078000.0,5678000.0,5342000.0,15347000.0,12562000.0,19082000.0
611,Total deductions from net income,$,2011,35993300000.0,391273000.0,3174136000.0,7574549000.0,6787192000.0,2430965000.0,1302485000.0,1013902000.0,851280000.0,722756000.0,635597000.0,508902000.0,451279000.0,756157000.0,560290000.0,445966000.0,368283000.0,1224130000.0,1384481000.0,5409677000.0
612,Taxable income assessed,$,2011,1000625545000.0,3690570000.0,11613728000.0,22970598000.0,36481102000.0,40099986000.0,41745881000.0,47667652000.0,51818866000.0,54210086000.0,50185791000.0,47526450000.0,44283962000.0,81167960000.0,71171795000.0,58911737000.0,48026532000.0,115924601000.0,67541529000.0,105586721000.0
613,Basic personal amount,$,2011,275178479000.0,27525555000.0,20495160000.0,26088854000.0,26516767000.0,20554596000.0,17165475000.0,16559484000.0,15688435000.0,14557328000.0,12199857000.0,10520445000.0,8999055000.0,14658159000.0,11196097000.0,8208449000.0,6039795000.0,11638552000.0,4348408000.0,2218008000.0
614,Age amount,$,2011,28554314000.0,673657000.0,1105297000.0,3663373000.0,7167655000.0,4244196000.0,2752454000.0,2460903000.0,1905387000.0,1551027000.0,992820000.0,684700000.0,477566000.0,552727000.0,199381000.0,66101000.0,25973000.0,23164000.0,5487000.0,2448000.0
615,Spouse or common-law partner amount,$,2011,14788074000.0,1090158000.0,775491000.0,1135505000.0,1307146000.0,1224217000.0,961248000.0,857890000.0,774336000.0,683070000.0,597999000.0,536831000.0,480048000.0,833960000.0,706283000.0,571302000.0,454946000.0,1067639000.0,471009000.0,258996000.0
616,Amount for eligible dependant,$,2011,9611161000.0,729456000.0,839195000.0,1173948000.0,978020000.0,803981000.0,694593000.0,650626000.0,602623000.0,503855000.0,421204000.0,350475000.0,285727000.0,447168000.0,340871000.0,242391000.0,170840000.0,266268000.0,78336000.0,31585000.0
617,Amount for children 17 and under,$,2011,13826834000.0,717147000.0,550693000.0,790643000.0,790181000.0,757663000.0,731505000.0,753338000.0,765974000.0,734388000.0,684713000.0,638944000.0,587012000.0,1048689000.0,920482000.0,750331000.0,603075000.0,1229596000.0,499512000.0,272948000.0
618,Amount for infirm dependants age 18 or older,$,2011,44538000.0,920000.0,1141000.0,1695000.0,2458000.0,3284000.0,3098000.0,3130000.0,3239000.0,2870000.0,2771000.0,2573000.0,2058000.0,3412000.0,2825000.0,2104000.0,1511000.0,3325000.0,1383000.0,743000.0
619,CPP or QPP contributions through employment,$,2011,21594706000.0,44486000.0,136565000.0,343401000.0,550879000.0,786807000.0,992633000.0,1261068000.0,1520542000.0,1641986000.0,1659060000.0,1557603000.0,1387017000.0,2322831000.0,1891086000.0,1425445000.0,1074859000.0,2006387000.0,686514000.0,305539000.0
620,CPP or QPP contributions on self-employment and other earnings,$,2011,1226213000.0,2110000.0,34230000.0,86015000.0,95996000.0,96173000.0,93206000.0,85638000.0,81077000.0,78174000.0,67850000.0,57782000.0,46988000.0,73645000.0,53232000.0,41104000.0,31037000.0,85964000.0,62218000.0,53773000.0
621,Employment Insurance premiums,$,2011,7586608000.0,57403000.0,102689000.0,173602000.0,239730000.0,316702000.0,383627000.0,469902000.0,554378000.0,592577000.0,570064000.0,518260000.0,462232000.0,768955000.0,624677000.0,472374000.0,356355000.0,642125000.0,203217000.0,77739000.0
622,Employment Insurance premiums on self-employment and other eligible earnings,$,2011,1569000.0,8000.0,43000.0,99000.0,136000.0,148000.0,148000.0,147000.0,120000.0,120000.0,122000.0,93000.0,72000.0,112000.0,70000.0,46000.0,23000.0,44000.0,14000.0,0.0
623,PPIP premiums paid,$,2011,669765000.0,3874000.0,7777000.0,13766000.0,20070000.0,27334000.0,34591000.0,44592000.0,52370000.0,50761000.0,49240000.0,47334000.0,44079000.0,77250000.0,62712000.0,37901000.0,25960000.0,48393000.0,14910000.0,6853000.0
624,PPIP premiums payable on employment income,$,2011,21002000.0,61000.0,144000.0,265000.0,353000.0,435000.0,515000.0,638000.0,790000.0,969000.0,1178000.0,1350000.0,1502000.0,2895000.0,2410000.0,1930000.0,1542000.0,2987000.0,828000.0,209000.0
625,PPIP premiums payable on self-employment income,$,2011,42049000.0,305000.0,1488000.0,3299000.0,3466000.0,3241000.0,2936000.0,2488000.0,2155000.0,1883000.0,1676000.0,1541000.0,1403000.0,2403000.0,1796000.0,1423000.0,1109000.0,3400000.0,3150000.0,2886000.0
626,Volunteer firefighters' amount,$,2011,117049000.0,2416000.0,2322000.0,3237000.0,4745000.0,5670000.0,6936000.0,8256000.0,8979000.0,9139000.0,8853000.0,8031000.0,7122000.0,12069000.0,9093000.0,6315000.0,4830000.0,7605000.0,1242000.0,189000.0
627,Canada employment amount,$,2011,17771730000.0,794339000.0,1085687000.0,1187168000.0,1170361000.0,1185864000.0,1159074000.0,1180681000.0,1180329000.0,1107667000.0,979608000.0,865475000.0,755967000.0,1246412000.0,992475000.0,740251000.0,553281000.0,1044576000.0,368588000.0,173928000.0
628,Public transit amount,$,2011,1297549000.0,39543000.0,50434000.0,69172000.0,80071000.0,88702000.0,87516000.0,87826000.0,87734000.0,83341000.0,75688000.0,68446000.0,60799000.0,100671000.0,79801000.0,60706000.0,46152000.0,91198000.0,28435000.0,11313000.0
629,Children's fitness amount,$,2011,853993000.0,9380000.0,8197000.0,13485000.0,18494000.0,22931000.0,27146000.0,32114000.0,37122000.0,39746000.0,40923000.0,41390000.0,40514000.0,78689000.0,78283000.0,70426000.0,62722000.0,134668000.0,61371000.0,36392000.0
630,Children's arts amount,$,2011,240568000.0,2668000.0,2278000.0,3715000.0,5027000.0,6059000.0,7150000.0,8160000.0,9292000.0,9784000.0,10085000.0,10161000.0,10172000.0,20101000.0,21032000.0,19922000.0,18630000.0,42564000.0,20765000.0,13005000.0
631,Home buyers' amount,$,2011,846019000.0,7159000.0,5912000.0,11564000.0,21671000.0,36136000.0,50188000.0,65047000.0,75541000.0,77108000.0,72664000.0,68285000.0,60975000.0,96934000.0,66707000.0,43510000.0,27171000.0,45136000.0,11437000.0,2873000.0
632,Adoption expenses,$,2011,16188000.0,118000.0,81000.0,41000.0,172000.0,263000.0,343000.0,588000.0,707000.0,850000.0,796000.0,817000.0,831000.0,1758000.0,1675000.0,1277000.0,1236000.0,2750000.0,1302000.0,582000.0
633,Pension income amount,$,2011,8627170000.0,37496000.0,96084000.0,299345000.0,822986000.0,1121708000.0,873530000.0,855091000.0,760024000.0,741439000.0,536095000.0,422283000.0,343566000.0,534685000.0,334563000.0,220120000.0,145215000.0,295685000.0,121681000.0,65573000.0
634,Caregiver amount,$,2011,893383000.0,16706000.0,15072000.0,23548000.0,38766000.0,52567000.0,61083000.0,67930000.0,70266000.0,68025000.0,61117000.0,53922000.0,44905000.0,74824000.0,58462000.0,47494000.0,36212000.0,71132000.0,22509000.0,8843000.0
635,Disability amount,$,2011,4762689000.0,229033000.0,364472000.0,733349000.0,640407000.0,576009000.0,447796000.0,376169000.0,299942000.0,243830000.0,176309000.0,132298000.0,102925000.0,147225000.0,87809000.0,54273000.0,35702000.0,68839000.0,28100000.0,18202000.0
636,Disability amount transferred from a dependant,$,2011,2097888000.0,63443000.0,50567000.0,73689000.0,88980000.0,102494000.0,114285000.0,131168000.0,140217000.0,142912000.0,131581000.0,119804000.0,109681000.0,182270000.0,152877000.0,121556000.0,95229000.0,182044000.0,64962000.0,30129000.0
637,Interest paid on student loans,$,2011,315553000.0,1969000.0,1811000.0,5779000.0,13568000.0,19751000.0,24371000.0,28155000.0,29677000.0,28530000.0,25768000.0,23597000.0,20840000.0,34499000.0,22849000.0,12890000.0,7225000.0,10723000.0,2811000.0,741000.0
638,"Tuition, education, and textbook amounts",$,2011,8309458000.0,677000.0,2315000.0,250340000.0,1087346000.0,1228651000.0,1093402000.0,904351000.0,740628000.0,587397000.0,461914000.0,369647000.0,306964000.0,454527000.0,257488000.0,168787000.0,112286000.0,203740000.0,59483000.0,19512000.0
639,"Tuition, education, and textbook amounts transferred from a child",$,2011,3567448000.0,2284000.0,2181000.0,7000000.0,39637000.0,74625000.0,107029000.0,141548000.0,172401000.0,186625000.0,187996000.0,184865000.0,178336000.0,331128000.0,334971000.0,297532000.0,261916000.0,604700000.0,278720000.0,173953000.0
640,Amounts transferred from spouse or common-law partner,$,2011,5567786000.0,688226000.0,325531000.0,806991000.0,807973000.0,695985000.0,501797000.0,368338000.0,265974000.0,189957000.0,143555000.0,116589000.0,95332000.0,147460000.0,108755000.0,78836000.0,56903000.0,112768000.0,39191000.0,17625000.0
641,Medical expenses,$,2011,10528939000.0,99563000.0,208309000.0,406571000.0,921477000.0,1120003000.0,1051963000.0,1067546000.0,917058000.0,842369000.0,604928000.0,476674000.0,384106000.0,590540000.0,376216000.0,254323000.0,187152000.0,460273000.0,279051000.0,280818000.0
642,Total tax credits on personal amounts,$,2011,65843808000.0,4926024000.0,3940675000.0,5605419000.0,6515181000.0,5273429000.0,4414446000.0,4270922000.0,4012098000.0,3713659000.0,3114965000.0,2682032000.0,2294669000.0,3726900000.0,2847747000.0,2102867000.0,1565833000.0,3059437000.0,1164695000.0,612811000.0
643,Allowable charitable donations and government gifts,$,2011,9476263000.0,3676000.0,11766000.0,45835000.0,201792000.0,205257000.0,239697000.0,306637000.0,342536000.0,370645000.0,353793000.0,342854000.0,323943000.0,933956000.0,540170000.0,474731000.0,398343000.0,1092689000.0,807110000.0,2480831000.0
644,Eligible cultural and ecological gifts,$,2011,63648000.0,648000.0,24000.0,80000.0,266000.0,268000.0,5563000.0,381000.0,477000.0,685000.0,625000.0,806000.0,737000.0,1831000.0,1583000.0,1385000.0,1239000.0,4340000.0,6598000.0,36112000.0
645,Total tax credit on donations and gifts,$,2011,2499143000.0,732000.0,1811000.0,7240000.0,25363000.0,46171000.0,64061000.0,81281000.0,91325000.0,99360000.0,95183000.0,92742000.0,87903000.0,168150000.0,147599000.0,130275000.0,109540000.0,304233000.0,229431000.0,716742000.0
646,Total federal non-refundable tax credits,$,2011,68342952000.0,4926756000.0,3942486000.0,5612659000.0,6540544000.0,5319600000.0,4478507000.0,4352203000.0,4103422000.0,3813019000.0,3210148000.0,2774774000.0,2382572000.0,3895049000.0,2995346000.0,2233142000.0,1675373000.0,3363670000.0,1394126000.0,1329554000.0
647,Federal dividend tax credit,$,2011,7879500000.0,29000.0,51000.0,3978000.0,15627000.0,36779000.0,61571000.0,91386000.0,127496000.0,165803000.0,175375000.0,201823000.0,188752000.0,415252000.0,381543000.0,351658000.0,294897000.0,1116657000.0,1096105000.0,3154720000.0
648,Overseas employment tax credit,$,2011,77169000.0,0.0,0.0,3000.0,21000.0,36000.0,58000.0,126000.0,198000.0,335000.0,475000.0,658000.0,837000.0,2005000.0,2397000.0,3052000.0,3513000.0,22591000.0,28251000.0,12612000.0
649,Minimum tax carryover,$,2011,121796000.0,0.0,0.0,77000.0,411000.0,1006000.0,1728000.0,2418000.0,3056000.0,4122000.0,3700000.0,4486000.0,4179000.0,8783000.0,6781000.0,5419000.0,4330000.0,15961000.0,15912000.0,39426000.0
650,Basic federal tax,$,2011,117560137000.0,8400000.0,10675000.0,90353000.0,492154000.0,1152369000.0,1903427000.0,2792879000.0,3582503000.0,4213687000.0,4402327000.0,4627303000.0,4712484000.0,9514381000.0,9188916000.0,8115729000.0,7006807000.0,18804951000.0,12939440000.0,24001355000.0
651,Federal Foreign Tax Credit,$,2011,851281000.0,61000.0,105000.0,307000.0,1229000.0,2512000.0,3797000.0,5240000.0,7015000.0,8851000.0,10204000.0,11430000.0,12514000.0,27905000.0,30673000.0,30693000.0,29370000.0,120860000.0,143427000.0,405087000.0
652,Federal Political contribution tax credit,$,2011,33250000.0,0.0,0.0,51000.0,216000.0,588000.0,869000.0,1220000.0,1456000.0,1709000.0,1614000.0,1574000.0,1565000.0,3071000.0,2580000.0,2160000.0,1804000.0,5141000.0,3530000.0,4102000.0
653,Investment Tax Credit,$,2011,118986000.0,0.0,0.0,56000.0,281000.0,469000.0,651000.0,813000.0,905000.0,1110000.0,1188000.0,1262000.0,1292000.0,2766000.0,2742000.0,2573000.0,2587000.0,10581000.0,14836000.0,74871000.0
654,Labour-sponsored funds tax credit,$,2011,141295000.0,1000.0,4000.0,54000.0,477000.0,1431000.0,2953000.0,5485000.0,8660000.0,9535000.0,10882000.0,11108000.0,10640000.0,19310000.0,17771000.0,11900000.0,8651000.0,16949000.0,4339000.0,1147000.0
655,Alternative minimum tax payable,$,2011,198345000.0,1335000.0,92000.0,50000.0,56000.0,354000.0,91000.0,110000.0,139000.0,116000.0,165000.0,185000.0,456000.0,492000.0,1371000.0,2433000.0,3251000.0,21481000.0,36561000.0,129605000.0
656,Net federal tax,$,2011,116488627000.0,4780000.0,10278000.0,90236000.0,490674000.0,1148327000.0,1896171000.0,2781264000.0,3565661000.0,4193741000.0,4379731000.0,4603135000.0,4687664000.0,9463569000.0,9137444000.0,8070727000.0,6966562000.0,18661335000.0,12781751000.0,23555576000.0
657,CPP contributions on self-employment,$,2011,1867746000.0,2918000.0,54310000.0,130431000.0,143045000.0,143738000.0,140487000.0,131440000.0,127005000.0,125367000.0,108243000.0,92105000.0,74509000.0,116336000.0,83437000.0,63831000.0,47687000.0,128090000.0,84084000.0,70682000.0
658,Employment Insurance premiums payable on self-employment,$,2011,1569000.0,8000.0,43000.0,99000.0,136000.0,148000.0,148000.0,147000.0,120000.0,120000.0,122000.0,93000.0,72000.0,112000.0,70000.0,46000.0,23000.0,44000.0,14000.0,0.0
659,Social Benefits repayment,$,2011,1303701000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8358000.0,62875000.0,102835000.0,127923000.0,122654000.0,444327000.0,261837000.0,172868000.0
660,Net Provincial Tax,$,2011,49542980000.0,1285000.0,3120000.0,21968000.0,137687000.0,446306000.0,793083000.0,1109523000.0,1407473000.0,1738890000.0,1803895000.0,1882586000.0,1903301000.0,3803075000.0,3652381000.0,3382484000.0,3006436000.0,8285139000.0,5717483000.0,10446865000.0
661,Yukon first nations tax,$,2011,5578000.0,0.0,0.0,0.0,17000.0,73000.0,147000.0,186000.0,229000.0,293000.0,346000.0,366000.0,489000.0,885000.0,797000.0,704000.0,361000.0,463000.0,0.0,0.0
662,Total tax payable,$,2011,169210201000.0,8991000.0,67751000.0,242736000.0,771570000.0,1738592000.0,2830035000.0,4022560000.0,5100488000.0,6058411000.0,6292337000.0,6578298000.0,6674394000.0,13446853000.0,12976965000.0,11645715000.0,10143722000.0,27519399000.0,18845388000.0,34245995000.0
663,Number of taxable returns,$,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,Number of non-taxable returns,$,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,Total number of returns,$,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,Employment income,$,2010,685090775000.0,2089502000.0,6467282000.0,11026293000.0,15247250000.0,19972851000.0,24232258000.0,30117857000.0,35246180000.0,37200829000.0,37146238000.0,36236998000.0,34815790000.0,64221138000.0,58326466000.0,49528866000.0,38942378000.0,88465324000.0,43407205000.0,52400069000.0
667,Commissions (from employment),$,2010,12683167000.0,7397000.0,19299000.0,45369000.0,76502000.0,114442000.0,155608000.0,195477000.0,241228000.0,285263000.0,318126000.0,345198000.0,354923000.0,725786000.0,687800000.0,639901000.0,582546000.0,2208934000.0,2152616000.0,3526753000.0
